id,boa_peak
682,685
683,685
684,685
685,685
686,685
687,685
688,3769
689,3769
690,3769
691,5019
692,5684
693,9525
694,5684
695,9525
696,3769
697,3769
698,3769
699,5019
700,3644
701,7404
702,3644
703,7404
704,133
705,133
706,8406
707,655
708,133
709,133
710,8406
711,655
712,9294
713,685
714,9294
715,655
716,685
717,685
718,9294
719,655
720,469
721,469
722,8406
723,5019
724,8406
725,469
726,8406
727,15063
728,7404
729,7404
730,7404
731,5019
732,7404
733,7404
734,8406
735,287
736,12912
737,7720
738,12912
739,685
740,13564
741,7404
742,13564
743,7404
744,685
745,685
746,685
747,685
748,7404
749,7404
750,7404
751,7404
752,12912
753,12912
754,12912
755,13426
756,6901
757,6901
758,6901
759,6901
760,3769
761,3769
762,3769
763,5019
764,7404
765,7404
766,7404
767,7404
768,7720
769,287
770,287
771,287
772,5684
773,9525
774,287
775,287
776,9294
777,13064
778,287
779,287
780,3644
781,287
782,287
783,287
784,339
785,339
786,287
787,287
788,10036
789,9525
790,287
791,287
792,13084
793,287
794,287
795,287
796,13084
797,287
798,287
799,287
800,7720
801,7720
802,5411
803,5411
804,10036
805,9525
806,10036
807,287
808,7720
809,7720
810,287
811,287
812,10036
813,9525
814,287
815,287
816,10036
817,9525
818,9525
819,9525
820,10036
821,9525
822,10036
823,287
824,10036
825,9525
826,5019
827,5019
828,10036
829,9525
830,287
831,287
832,339
833,339
834,339
835,339
836,7720
837,6799
838,6799
839,6799
840,13064
841,4937
842,13064
843,287
844,13064
845,6799
846,6799
847,6799
848,339
849,339
850,339
851,339
852,339
853,339
854,287
855,287
856,1371
857,339
858,339
859,339
860,13084
861,287
862,287
863,287
864,12912
865,12912
866,339
867,339
868,5684
869,10036
870,5684
871,10036
872,7720
873,4937
874,16107
875,16107
876,5684
877,7404
878,6799
879,6799
880,12912
881,12912
882,339
883,339
884,10036
885,9525
886,339
887,339
888,1371
889,339
890,339
891,339
892,10036
893,9525
894,287
895,287
896,8601
897,8601
898,287
899,5007
900,133
901,133
902,287
903,5007
904,9294
905,8601
906,5019
907,5019
908,685
909,15789
910,5007
911,5007
912,8601
913,8601
914,5019
915,5019
916,469
917,469
918,287
919,287
920,8601
921,8601
922,5019
923,5019
924,13084
925,15789
926,287
927,287
928,7720
929,7720
930,5019
931,5019
932,5684
933,15789
934,5007
935,5007
936,685
937,685
938,5019
939,5019
940,685
941,15789
942,15789
943,15789
944,3769
945,5019
946,5019
947,5019
948,10036
949,9525
950,5019
951,5019
952,3769
953,5019
954,5019
955,5019
956,15789
957,15789
958,5019
959,5019
960,6799
961,6799
962,6799
963,6799
964,6799
965,6799
966,6799
967,6799
968,6799
969,6799
970,6799
971,6799
972,6799
973,6799
974,6799
975,6799
976,469
977,469
978,339
979,5019
980,469
981,469
982,8406
983,469
984,1371
985,8601
986,5019
987,5019
988,469
989,469
990,287
991,287
992,12912
993,15789
994,5019
995,5019
996,13564
997,15789
998,6799
999,6799
1000,685
1001,7404
1002,16107
1003,16107
1004,7404
1005,7404
1006,7404
1007,7404
1008,12912
1009,469
1010,5019
1011,5019
1012,6901
1013,469
1014,469
1015,469
1016,3769
1017,5019
1018,5019
1019,5019
1020,15789
1021,15789
1022,10173
1023,10173
1024,7720
1025,7720
1026,3094
1027,5411
1028,3094
1029,3094
1030,3094
1031,3094
1032,9294
1033,287
1034,9294
1035,287
1036,9294
1037,287
1038,9294
1039,287
1040,3644
1041,287
1042,287
1043,287
1044,3644
1045,3094
1046,3094
1047,287
1048,3704
1049,1371
1050,287
1051,287
1052,3644
1053,287
1054,3094
1055,287
1056,7720
1057,7720
1058,7720
1059,5411
1060,7720
1061,9525
1062,7720
1063,9525
1064,7404
1065,7720
1066,7404
1067,5411
1068,7404
1069,9525
1070,9294
1071,287
1072,7720
1073,7720
1074,9525
1075,9525
1076,9525
1077,9525
1078,9525
1079,9525
1080,3704
1081,7404
1082,3704
1083,9525
1084,3644
1085,3644
1086,3094
1087,287
1088,7404
1089,7404
1090,3704
1091,15467
1092,7404
1093,7404
1094,3094
1095,15439
1096,3704
1097,7404
1098,9294
1099,15439
1100,9294
1101,15439
1102,9294
1103,15439
1104,3704
1105,7404
1106,3704
1107,15467
1108,3644
1109,3094
1110,3094
1111,3094
1112,3704
1113,1371
1114,3704
1115,1371
1116,7404
1117,1371
1118,3294
1119,15467
1120,7404
1121,7404
1122,13426
1123,15467
1124,7404
1125,7404
1126,7404
1127,7404
1128,7404
1129,7404
1130,7404
1131,15467
1132,7404
1133,7404
1134,9294
1135,15439
1136,13426
1137,13426
1138,13426
1139,13426
1140,13426
1141,13426
1142,13426
1143,13426
1144,3704
1145,7404
1146,3704
1147,15467
1148,7404
1149,7404
1150,3704
1151,15467
1152,133
1153,133
1154,9294
1155,5411
1156,133
1157,133
1158,9294
1159,287
1160,7404
1161,7404
1162,3294
1163,287
1164,7404
1165,7404
1166,3294
1167,15439
1168,8601
1169,8601
1170,287
1171,287
1172,133
1173,9525
1174,287
1175,287
1176,7404
1177,3769
1178,7404
1179,287
1180,7404
1181,7404
1182,3294
1183,287
1184,7720
1185,15789
1186,7720
1187,5411
1188,7404
1189,15789
1190,7404
1191,15789
1192,7404
1193,7404
1194,7404
1195,7404
1196,7404
1197,7404
1198,7404
1199,7404
1200,7404
1201,7404
1202,9525
1203,9525
1204,7404
1205,9525
1206,9525
1207,9525
1208,7404
1209,3769
1210,7404
1211,1979
1212,7404
1213,7404
1214,7404
1215,9525
1216,133
1217,133
1218,8406
1219,8406
1220,7404
1221,7404
1222,8406
1223,8406
1224,7404
1225,7404
1226,3294
1227,15439
1228,7404
1229,7404
1230,3294
1231,15439
1232,469
1233,469
1234,8406
1235,339
1236,8406
1237,469
1238,8406
1239,469
1240,7404
1241,7404
1242,3294
1243,15467
1244,7404
1245,7404
1246,3294
1247,11999
1248,7404
1249,7404
1250,13426
1251,15467
1252,7404
1253,7404
1254,7404
1255,7404
1256,7404
1257,7404
1258,7404
1259,7404
1260,7404
1261,7404
1262,7404
1263,7404
1264,13426
1265,13426
1266,13426
1267,13426
1268,7404
1269,7404
1270,7404
1271,7404
1272,7404
1273,7404
1274,7404
1275,7404
1276,7404
1277,7404
1278,7404
1279,7404
1280,5411
1281,5411
1282,5411
1283,5411
1284,9525
1285,9525
1286,287
1287,287
1288,287
1289,287
1290,287
1291,287
1292,287
1293,287
1294,287
1295,287
1296,287
1297,287
1298,287
1299,287
1300,9525
1301,9525
1302,287
1303,287
1304,1371
1305,1371
1306,287
1307,287
1308,287
1309,287
1310,287
1311,287
1312,5411
1313,5411
1314,5411
1315,5411
1316,9525
1317,9525
1318,9525
1319,9525
1320,5411
1321,5411
1322,5411
1323,5411
1324,9525
1325,9525
1326,287
1327,287
1328,9525
1329,9525
1330,9525
1331,9525
1332,9525
1333,9525
1334,9525
1335,9525
1336,9525
1337,9525
1338,9525
1339,9525
1340,9525
1341,9525
1342,287
1343,287
1344,339
1345,339
1346,5411
1347,5411
1348,9525
1349,469
1350,287
1351,287
1352,1371
1353,1371
1354,1371
1355,1371
1356,1371
1357,287
1358,9294
1359,287
1360,339
1361,339
1362,339
1363,339
1364,9525
1365,9525
1366,287
1367,287
1368,1371
1369,1371
1370,1371
1371,1371
1372,1371
1373,1371
1374,287
1375,287
1376,7404
1377,5411
1378,5411
1379,5411
1380,9525
1381,9525
1382,9525
1383,9525
1384,7404
1385,1371
1386,1371
1387,1371
1388,7404
1389,7404
1390,9294
1391,287
1392,9525
1393,9525
1394,9525
1395,9525
1396,9525
1397,9525
1398,9525
1399,9525
1400,1371
1401,1371
1402,1371
1403,1371
1404,9525
1405,9525
1406,287
1407,287
1408,8601
1409,8601
1410,5411
1411,5411
1412,15789
1413,15789
1414,287
1415,287
1416,8601
1417,8601
1418,287
1419,287
1420,15789
1421,15789
1422,287
1423,287
1424,8601
1425,8601
1426,287
1427,287
1428,9525
1429,9525
1430,287
1431,287
1432,8601
1433,8601
1434,287
1435,287
1436,9525
1437,9525
1438,287
1439,287
1440,15789
1441,15789
1442,5411
1443,5411
1444,15789
1445,15789
1446,15789
1447,15789
1448,15789
1449,15789
1450,7404
1451,1979
1452,15789
1453,15789
1454,15789
1455,15789
1456,9525
1457,9525
1458,9525
1459,9525
1460,9525
1461,9525
1462,9525
1463,9525
1464,9525
1465,9525
1466,1979
1467,1979
1468,9525
1469,9525
1470,9525
1471,9525
1472,8601
1473,8601
1474,5411
1475,5411
1476,469
1477,469
1478,287
1479,287
1480,1371
1481,1371
1482,1371
1483,1371
1484,1501
1485,1501
1486,3294
1487,1999
1488,469
1489,469
1490,287
1491,339
1492,469
1493,469
1494,8406
1495,469
1496,1371
1497,1371
1498,1371
1499,1371
1500,1501
1501,1501
1502,1371
1503,1501
1504,7404
1505,15789
1506,5411
1507,5411
1508,7404
1509,15789
1510,15789
1511,15789
1512,7404
1513,7404
1514,7404
1515,16107
1516,7404
1517,7404
1518,9525
1519,7404
1520,9525
1521,9525
1522,9525
1523,9525
1524,9525
1525,9525
1526,8406
1527,9525
1528,9525
1529,9525
1530,1979
1531,1371
1532,9525
1533,9525
1534,9525
1535,9525
1536,7720
1537,7720
1538,7720
1539,7720
1540,5684
1541,5684
1542,3644
1543,3094
1544,9294
1545,287
1546,9294
1547,287
1548,3644
1549,3644
1550,9294
1551,287
1552,3644
1553,3644
1554,3644
1555,3094
1556,3644
1557,3644
1558,3644
1559,3094
1560,3644
1561,3644
1562,3644
1563,287
1564,3644
1565,3644
1566,3644
1567,3094
1568,7720
1569,7720
1570,7720
1571,7720
1572,5684
1573,5684
1574,5684
1575,5684
1576,7720
1577,7720
1578,7720
1579,7720
1580,3644
1581,3644
1582,3644
1583,287
1584,5684
1585,5684
1586,3644
1587,9525
1588,5684
1589,5684
1590,5684
1591,9525
1592,3644
1593,3769
1594,3644
1595,3769
1596,3644
1597,3644
1598,3644
1599,3644
1600,7720
1601,7720
1602,3704
1603,15467
1604,5684
1605,5684
1606,3094
1607,15439
1608,9294
1609,1371
1610,9294
1611,1371
1612,7404
1613,7404
1614,9294
1615,15439
1616,3704
1617,3704
1618,3704
1619,15467
1620,3644
1621,3644
1622,3644
1623,3094
1624,3704
1625,1371
1626,3704
1627,1371
1628,3644
1629,3644
1630,3644
1631,3094
1632,7720
1633,7720
1634,13426
1635,15467
1636,5684
1637,5684
1638,5684
1639,5684
1640,7404
1641,7404
1642,7404
1643,15467
1644,7404
1645,7404
1646,7404
1647,7404
1648,12912
1649,12912
1650,3704
1651,13426
1652,5684
1653,5684
1654,5684
1655,9525
1656,3704
1657,3704
1658,3704
1659,15467
1660,3644
1661,7404
1662,3644
1663,15467
1664,7720
1665,7404
1666,7720
1667,6799
1668,7404
1669,7404
1670,9294
1671,6799
1672,7404
1673,7404
1674,7404
1675,6799
1676,7404
1677,7404
1678,6799
1679,6799
1680,3769
1681,3769
1682,3769
1683,1979
1684,3644
1685,7404
1686,3644
1687,3094
1688,3769
1689,3769
1690,3769
1691,1979
1692,3644
1693,7404
1694,3644
1695,3094
1696,7720
1697,7404
1698,7720
1699,7404
1700,7404
1701,7404
1702,7404
1703,7404
1704,7404
1705,7404
1706,7404
1707,7404
1708,7404
1709,7404
1710,7404
1711,7404
1712,3769
1713,3769
1714,3769
1715,3769
1716,3644
1717,7404
1718,3644
1719,1979
1720,3769
1721,3769
1722,3769
1723,3769
1724,3644
1725,7404
1726,3644
1727,7404
1728,7720
1729,7404
1730,8406
1731,1999
1732,7404
1733,7404
1734,8406
1735,1999
1736,7404
1737,7404
1738,3294
1739,1999
1740,7404
1741,7404
1742,3294
1743,1999
1744,3769
1745,3769
1746,3769
1747,1979
1748,7404
1749,469
1750,3294
1751,11999
1752,7404
1753,1371
1754,3294
1755,1979
1756,7404
1757,7404
1758,3294
1759,11999
1760,7720
1761,7404
1762,7720
1763,7404
1764,7404
1765,7404
1766,7404
1767,7404
1768,7404
1769,7404
1770,7404
1771,16107
1772,7404
1773,7404
1774,7404
1775,7404
1776,7404
1777,7404
1778,7404
1779,3769
1780,7404
1781,7404
1782,7404
1783,7404
1784,7404
1785,7404
1786,7404
1787,16107
1788,7404
1789,7404
1790,7404
1791,7404
1792,7720
1793,5411
1794,5411
1795,5411
1796,10036
1797,9525
1798,287
1799,287
1800,9294
1801,1371
1802,287
1803,287
1804,10036
1805,287
1806,287
1807,287
1808,10036
1809,8601
1810,287
1811,287
1812,10036
1813,9525
1814,287
1815,287
1816,1371
1817,1371
1818,287
1819,287
1820,10036
1821,287
1822,287
1823,287
1824,7720
1825,7720
1826,5411
1827,5411
1828,10036
1829,9525
1830,10036
1831,9525
1832,7720
1833,7720
1834,5411
1835,5411
1836,10036
1837,9525
1838,10036
1839,287
1840,10036
1841,9525
1842,9525
1843,9525
1844,10036
1845,9525
1846,10036
1847,9525
1848,10036
1849,9525
1850,9525
1851,1979
1852,10036
1853,9525
1854,10036
1855,287
1856,1371
1857,1371
1858,1371
1859,1371
1860,1371
1861,7404
1862,1999
1863,1999
1864,1371
1865,1371
1866,1371
1867,1371
1868,1371
1869,7404
1870,1999
1871,1999
1872,1371
1873,1371
1874,339
1875,339
1876,10036
1877,9525
1878,287
1879,287
1880,1371
1881,1371
1882,1371
1883,1371
1884,1371
1885,1371
1886,287
1887,287
1888,7720
1889,9525
1890,5411
1891,5411
1892,5684
1893,9525
1894,5684
1895,9525
1896,1371
1897,1371
1898,16107
1899,16107
1900,7404
1901,7404
1902,1999
1903,7404
1904,12912
1905,9525
1906,9525
1907,9525
1908,10036
1909,9525
1910,10036
1911,9525
1912,1371
1913,1371
1914,1371
1915,1371
1916,10036
1917,9525
1918,10036
1919,10173
1920,8601
1921,8601
1922,1979
1923,1979
1924,15789
1925,15789
1926,287
1927,287
1928,1979
1929,1979
1930,1979
1931,1979
1932,7404
1933,7404
1934,1999
1935,1999
1936,8601
1937,8601
1938,1979
1939,1979
1940,10036
1941,9525
1942,287
1943,287
1944,1979
1945,1979
1946,1979
1947,1979
1948,10173
1949,10173
1950,287
1951,287
1952,7720
1953,15789
1954,1979
1955,1979
1956,15789
1957,15789
1958,15789
1959,15789
1960,7404
1961,7404
1962,1979
1963,1979
1964,7404
1965,7404
1966,7404
1967,7404
1968,1979
1969,1979
1970,1979
1971,1979
1972,10036
1973,9525
1974,1979
1975,1979
1976,1979
1977,1979
1978,1979
1979,1979
1980,10173
1981,10173
1982,1979
1983,1979
1984,7404
1985,7404
1986,1999
1987,1999
1988,7404
1989,7404
1990,1999
1991,1999
1992,7404
1993,7404
1994,1999
1995,1999
1996,7404
1997,7404
1998,1999
1999,1999
2000,469
2001,469
2002,1979
2003,1979
2004,469
2005,469
2006,1999
2007,1999
2008,1371
2009,1371
2010,1979
2011,1979
2012,1501
2013,1501
2014,1999
2015,1999
2016,7404
2017,7404
2018,16107
2019,16107
2020,7404
2021,7404
2022,7404
2023,7404
2024,7404
2025,7404
2026,16107
2027,16107
2028,7404
2029,7404
2030,7404
2031,7404
2032,1979
2033,1979
2034,1979
2035,1979
2036,10036
2037,9525
2038,10173
2039,10173
2040,10173
2041,10173
2042,1979
2043,1979
2044,10173
2045,10173
2046,10173
2047,10173
2048,7720
2049,7720
2050,6150
2051,6150
2052,7720
2053,6150
2054,6150
2055,6150
2056,7720
2057,7720
2058,6150
2059,6150
2060,7404
2061,7404
2062,6150
2063,6150
2064,2130
2065,10323
2066,2130
2067,10323
2068,3094
2069,3094
2070,3094
2071,3094
2072,3094
2073,3769
2074,3094
2075,287
2076,3094
2077,287
2078,3094
2079,287
2080,7720
2081,7720
2082,7720
2083,7720
2084,7720
2085,7720
2086,6150
2087,6150
2088,7720
2089,7404
2090,7404
2091,15467
2092,7404
2093,7404
2094,6150
2095,6150
2096,6768
2097,6768
2098,2130
2099,10323
2100,3644
2101,3644
2102,3094
2103,3094
2104,3644
2105,3769
2106,3704
2107,15467
2108,3644
2109,3644
2110,3094
2111,287
2112,2130
2113,10323
2114,2130
2115,10323
2116,6150
2117,14407
2118,6150
2119,14407
2120,3704
2121,7404
2122,3704
2123,15467
2124,7246
2125,15439
2126,7246
2127,15439
2128,2130
2129,10323
2130,2130
2131,10323
2132,2130
2133,10323
2134,2130
2135,10323
2136,3704
2137,7404
2138,3704
2139,15467
2140,3094
2141,287
2142,3094
2143,287
2144,6768
2145,6768
2146,2130
2147,10323
2148,7404
2149,7404
2150,6150
2151,14407
2152,7404
2153,7404
2154,7404
2155,15467
2156,7404
2157,7404
2158,7404
2159,7404
2160,6768
2161,6768
2162,2130
2163,10323
2164,6768
2165,6768
2166,2130
2167,10323
2168,3704
2169,7404
2170,3704
2171,15467
2172,7404
2173,7404
2174,3704
2175,15467
2176,133
2177,133
2178,6150
2179,6150
2180,133
2181,133
2182,6150
2183,6150
2184,7404
2185,7404
2186,7404
2187,7404
2188,7404
2189,7404
2190,7404
2191,6799
2192,7404
2193,3769
2194,7404
2195,10323
2196,3094
2197,3094
2198,3094
2199,3094
2200,7404
2201,3769
2202,7404
2203,3769
2204,3094
2205,3769
2206,3094
2207,287
2208,7404
2209,7404
2210,7720
2211,7720
2212,7404
2213,7404
2214,7404
2215,7404
2216,7404
2217,7404
2218,7404
2219,7404
2220,7404
2221,7404
2222,7404
2223,7404
2224,7404
2225,3769
2226,7404
2227,3769
2228,6901
2229,6901
2230,6901
2231,6901
2232,7404
2233,3769
2234,7404
2235,3769
2236,7404
2237,7404
2238,7404
2239,7404
2240,2130
2241,10323
2242,2130
2243,10323
2244,133
2245,133
2246,8406
2247,14407
2248,7404
2249,7404
2250,3294
2251,15439
2252,7404
2253,7404
2254,3294
2255,15439
2256,2130
2257,10323
2258,2130
2259,10323
2260,6901
2261,6901
2262,2130
2263,10323
2264,7404
2265,7404
2266,3294
2267,15467
2268,7404
2269,7404
2270,3294
2271,11999
2272,7404
2273,7404
2274,7404
2275,10323
2276,7404
2277,7404
2278,7404
2279,7404
2280,7404
2281,7404
2282,7404
2283,7404
2284,7404
2285,7404
2286,7404
2287,7404
2288,6768
2289,6768
2290,2130
2291,10323
2292,6901
2293,6901
2294,6901
2295,6901
2296,7404
2297,7404
2298,7404
2299,7404
2300,7404
2301,7404
2302,7404
2303,7404
2304,14595
2305,14595
2306,14595
2307,14595
2308,287
2309,287
2310,287
2311,287
2312,287
2313,287
2314,287
2315,287
2316,287
2317,287
2318,287
2319,287
2320,2130
2321,339
2322,287
2323,287
2324,287
2325,287
2326,287
2327,287
2328,287
2329,287
2330,287
2331,287
2332,287
2333,287
2334,287
2335,287
2336,14595
2337,14595
2338,14595
2339,5411
2340,7720
2341,9525
2342,287
2343,287
2344,7720
2345,15467
2346,7404
2347,15467
2348,7404
2349,15789
2350,287
2351,287
2352,9525
2353,9525
2354,9525
2355,9525
2356,9525
2357,9525
2358,287
2359,287
2360,3644
2361,15789
2362,287
2363,287
2364,3644
2365,15789
2366,287
2367,287
2368,2130
2369,339
2370,14595
2371,14595
2372,6150
2373,287
2374,287
2375,287
2376,287
2377,287
2378,287
2379,287
2380,7246
2381,287
2382,287
2383,287
2384,2130
2385,339
2386,2130
2387,339
2388,2130
2389,339
2390,2130
2391,287
2392,2130
2393,339
2394,2130
2395,339
2396,287
2397,287
2398,287
2399,287
2400,6768
2401,6768
2402,14595
2403,5411
2404,7404
2405,9525
2406,287
2407,287
2408,7404
2409,7404
2410,7404
2411,15467
2412,7404
2413,15789
2414,287
2415,287
2416,6768
2417,6768
2418,2130
2419,339
2420,6768
2421,9525
2422,2130
2423,287
2424,3704
2425,7404
2426,3704
2427,15467
2428,3644
2429,15789
2430,287
2431,287
2432,7404
2433,8601
2434,14595
2435,14595
2436,7404
2437,133
2438,287
2439,287
2440,7404
2441,15789
2442,287
2443,287
2444,7404
2445,15789
2446,7404
2447,287
2448,8601
2449,8601
2450,287
2451,287
2452,469
2453,469
2454,287
2455,287
2456,7404
2457,8601
2458,287
2459,287
2460,3094
2461,287
2462,287
2463,287
2464,7404
2465,15789
2466,14595
2467,5411
2468,7404
2469,15789
2470,7404
2471,15789
2472,7404
2473,15789
2474,7404
2475,15467
2476,7404
2477,15789
2478,7404
2479,15789
2480,7404
2481,8601
2482,287
2483,9525
2484,7404
2485,9525
2486,287
2487,287
2488,7404
2489,3769
2490,287
2491,5019
2492,7404
2493,15789
2494,7404
2495,15789
2496,469
2497,469
2498,14595
2499,14595
2500,469
2501,469
2502,287
2503,287
2504,7404
2505,15789
2506,287
2507,287
2508,7404
2509,15789
2510,7404
2511,287
2512,469
2513,469
2514,2130
2515,339
2516,469
2517,469
2518,8406
2519,469
2520,7404
2521,8601
2522,287
2523,287
2524,7404
2525,469
2526,3294
2527,287
2528,7404
2529,7404
2530,14595
2531,5411
2532,7404
2533,15789
2534,7404
2535,6799
2536,7404
2537,7404
2538,7404
2539,15467
2540,7404
2541,15789
2542,7404
2543,15789
2544,6768
2545,6768
2546,2130
2547,339
2548,6901
2549,469
2550,8406
2551,469
2552,7404
2553,7404
2554,287
2555,5019
2556,7404
2557,7404
2558,7404
2559,7404
2560,7720
2561,7720
2562,7720
2563,7720
2564,7720
2565,7720
2566,7720
2567,6799
2568,7720
2569,7720
2570,7720
2571,7720
2572,7404
2573,7404
2574,7404
2575,6799
2576,3644
2577,3644
2578,3644
2579,3094
2580,3644
2581,3644
2582,3644
2583,3094
2584,3644
2585,3644
2586,3644
2587,6687
2588,3644
2589,3644
2590,3644
2591,6687
2592,7720
2593,7720
2594,7720
2595,7720
2596,7720
2597,7404
2598,7720
2599,6799
2600,7720
2601,7720
2602,7720
2603,7720
2604,7404
2605,7404
2606,7404
2607,7404
2608,3644
2609,3644
2610,3644
2611,3769
